Unnamed: 0,Text,Type
5034,이,PS
8963,오재권,PS
9986,현대건설,OG
627,롯데,OG
9835,미국,LC
8616,25일,DT
9039,오후 2시,TI
8284,2011년도,DT
2732,김주연,PS
6799,미르,PS
8335,2011,DT
7212,서,PS
6172,유인촌,PS
9030,오늘,DT
4769,청주,LC
9607,백희영,PS
1762,윤석민,PS
6550,지난 2일,DT
5162,오전 10시,TI
7545,오소영,PS
5574,모리하시,PS
3,오늘,TODAY
3873,경찰지휘부,OG
4659,알바몬,OG
1851,지난 해,DT
6277,양구중,OG
1340,상하이,LC
9969,SK텔레콤,OG
8075,해태음료 안성공장,OG
6628,산업은행,OG
1330,고려대학교,OG
9281,마이크론,OG
6006,24일,DT
9317,28일,DT
3306,노성운,PS
6475,올 한해,DT
4708,볼트,PS
6638,국토부,OG
9187,인천,LC
9031,12일,DT
7986,오는 2012년까지,DT
3871,지난해,DT
9473,김연아,PS
7514,민주노동당,OG
8770,안철수연구소,OG
2481,鳴聲山,LC
8109,롯데주류,OG
3319,태평양,LC
3012,시드니,LC
1578,유소연,PS
52,최준석,PS
5325,조명래,PS
1387,인천계양구청,OG
1742,21일,DT
9007,앤드류 하우스,PS
9841,일본,LC
4318,필리프,PS
9794,작년,DT
836,인천운봉공,OG
7263,남북정상회담,OG
5316,김민영,PS
7320,검찰,OG
9253,삼성증권,OG
10138,BMW자동차,OG
446,Aug-07,DT
6108,백운,LC
4427,IDP에듀케이션,OG
7634,금속노조연맹,OG
8774,조현정,PS
4968,유림엔마텍,OG
2719,오늘,DT
3763,남,LC
2301,04월 05일,DT
5270,다음달 19일까지,DT
1577,지난주,DT
1405,KIA,OG
9570,지난 1년 4개월간,DT
6467,화성시,LC
3046,10년,DT
6081,친박,OG
9344,유럽,LC
6166,태연,PS
7877,계룡면,LC
9566,봉화군,LC
1509,프리미어리그,OG
83,오늘,TODAY
5775,대구,LC
8041,삼성SDS,OG
8339,도요타,OG
7141,창원,LC
5663,Muno,PS
2225,당일,DT
4487,잠실주공5단지,LC
5854,서울,LC
6616,방송통신위원회,OG
5945,지연,PS
4921,지난 1월초부터,DT
7868,동남권신공항,LC
5,8일,DT
8835,한국신용평가,OG
8882,지난 16일,DT
208,삼성화재,OG
4594,수완지구,LC
9965,SBS콘텐츠허브,OG
903,오거스타,LC
5243,2NE1,PS
1279,잉글랜드,LC
10193,LG이노텍,OG
406,버크,PS
668,박주영,PS
9908,26일,DT
10207,일주일간,DT
9266,대전,LC
2569,28일까지,DT
3752,마산,LC
8366,삼성SDI 컨소시엄,OG
6868,닉,OG
9821,울트론,OG
9186,경찰,OG
100,카브레라,PS
7411,정가은,PS
2192,07시,TI
1332,연세대학교,OG
8089,지난해 4월,DT
10177,동우,OG
7779,오후 5시 57분,TI
2224,한강기맥,LC
4337,수정,PS
4506,연방준비제도이사회,OG
4429,작년,DT
2022,10 일,DT
5751,강남,LC
2024,남한산성 유원지,LC
2039,응봉산,LC
6923,LG디스플레이,OG
8318,김태영,PS
5166,치안종합성과평가 향상방안 보고회,OG
454,안젤코,PS
9798,매일유업,OG
9809,중궈베이처,OG
9460,미란다 커,PS
9223,제닉,OG
9997,8월 둘째주,DT
2705,방파제,LC
2358,9:00,TI
4473,11일,DT
10035,당일,DT
4765,인천,LC
5665,기아차,OG
1992,국민은행,OG
3158,카타르,LC
2165,당일,DT
2117,통영,LC
1934,중국,LC
8265,전수천,PS
6400,원주,LC
4418,권호영,PS
5174,백희수,PS
60,롯데,OG
7482,오전,TI
9158,이명박,PS
788,동부,OG
8955,10일,DT
8405,지난 1분기,DT
1528,2004시즌부터,DT
7093,6 2,DT
8886,벽산건설,OG
8267,강익중,PS
5073,정부,OG
9961,올 9월,DT
8053,에보닉,OG
1209,대전,OG
4081,이달부터,DT
5602,장성환,PS
2396,장유,PS
524,지난해,DT
1094,2008,DT
7338,법무부,OG
3235,올 시즌,DT
5070,인천 지역,LC
1798,삼성,OG
1678,LG,OG
4289,달라이 라마,PS
4979,시청,OG
2438,Lib-tech,OG
4855,떡가게,OG
4633,겨울,DT
7311,진보정당,OG
2970,김경숙,PS
3333,한길안과병원,OG
6018,지난달 25일,DT
1301,2010년까지,DT
6275,봄내초,OG
8361,HP,OG
6606,한나라당,OG
4950,경기신보,OG
3286,하나포스닷컴,OG
8533,2008년 8월,DT
9285,올해 상반기,DT
5489,휴애리 공원,LC
4438,이마트,OG
9231,삼성전자,OG
6059,강원대학교,OG
9060,을지병원,OG
8520,전분기,DT
7904,2010-02-25,DT
8263,95년,DT
1649,한국야구위원회,OG
2763,내년부터,DT
4884,지난해,DT
9850,볼보,OG
2010,1시간 30분,TI
8599,12일,DT
6142,경남,LC
2408,포스퀘어,OG
3848,국회,OG
5189,안성강변공원,LC
1518,지난 2002년,DT
9443,박진희,PS
3845,한나라당,OG
9843,미국,LC
6171,이미연,PS
9632,민주당,OG
9558,배재대,OG
6986,김용준,PS
121,한신,OG
8945,오사카,LC
3224,아사쿠라,PS
7272,북한,LC
1089,레스,PS
7056,마산시,LC
5547,형사부,OG
8390,토요타,OG
2206,호룡곡산,LC
1239,송승준,PS
8181,기아차,OG
8091,엔피아,OG
4103,10일,DT
9351,국립의료원,OG
10007,두산중공업,OG
9400,동아시아 정상회의,OG
4540,대한적십자사,OG
3866,헌법재판소,OG
2104,무박,DT
6364,서울,LC
6914,LG전자,OG
892,플레이어,PS
9849,포드 자동차,OG
7384,이현경,PS
5536,설,DT
1133,후반,TI
3712,어제,DT
8118,중앙부산,OG
432,대교,OG
9195,2011년 2분기,DT
8968,금융위원회,OG
184,독일,LC
6949,유럽,LC
3515,MBC,OG
1759,김지은,PS
7443,원더걸스,PS
5180,평생교육기관,OG
7610,BBC,OG
7705,부속한방병원과,OG
4183,대한민국,LC
5573,NHK,OG
9613,지도부,OG
6189,민주당,OG
2411,살로몬,OG
1293,중앙여,OG
1872,밸런타인,PS
7750,허,PS
8504,일본,LC
5451,구청,OG
5123,빌보드 뮤직 어워드,OG
8047,LS엠트로,OG
3963,이호연,PS
8556,동원수산,OG
1566,이스테이트,LC
1999,운암삼거리,LC
4932,삼성전기,OG
7230,차황면,LC
6576,안드로보이,PS
8842,한국기업평가,OG
2729,30개월령,DT
2292,"매주 월, 수, 금",DT
4751,이명박,PS
3096,한국 올림픽대표팀,OG
360,오늘,DT
2593,2009년 03월 15일,DT
10005,8월1일~5일,DT
9572,국토해양부,OG
1930,버튼,OG
2255,10월24일,DT
7682,설,DT
9983,9월26일~30일,DT
6351,속초,LC
2574,빠른발,PS
7843,고등법원,OG
5624,전년,DT
1476,45일,DT
671,경남,OG
2699,경기,LC
8792,2004년,DT
7620,2분기,DT
4084,경기도,LC
920,프리미어리그,OG
1040,원빈,PS
6204,수년간,DT
7867,20:47:55,TI
2803,경기,LC
4364,아침,TI
8216,기아자동차,OG
7614,김성환,PS
814,LPGA,OG
4756,북창동,LC
4083,서울,LC
1987,강북,LC
140,램퍼드,PS
3992,호남,LC
1981,제주도,LC
6179,정세균,PS
1513,맨유,OG
27,내일,TOMM
9016,볼보그룹,OG
2648,성내역,LC
7637,마산,LC
868,광주,LC
7816,헐크,PS
714,이승엽,PS
8518,3분기,DT
2207,천국의계단 촬영장,LC
940,바히아,PS
414,한양여대,OG
1807,서재응,PS
2394,며칠,DT
8788,Patent Cooperation Treaty,OG
4398,대전충남본부,OG
7133,청와대,OG
1027,신치용,PS
1777,이스테이트,LC
4836,덕천리,LC
5997,임시국회,OG
9887,TESCO,OG
4734,총선,OG
4578,내일,DT
7924,10년 전부터,DT
6261,조원량,PS
6376,지난 2006년,DT
4281,이슬람,OG
6860,이택근,PS
597,김현수,PS
5190,김창규,PS
7290,남경필,PS
1213,윤석민,PS
2747,김동률,PS
4915,임병헌,PS
6412,7월 28일,DT
703,손재홍,PS
8397,부산,LC
1204,북원여,OG
9658,25일,DT
7583,해운대구,LC
6835,JYP,OG
51,오늘,TODAY
8323,경기도,LC
34,오늘,TODAY
10166,현대모비스,OG
731,긱스,PS
8485,올 상반기,DT
6511,김,PS
3765,반기문,PS
3346,조소과,OG
4870,시민공원,LC
9695,교대,OG
8690,정촌리,LC
1386,박경모,PS
8417,19일,DT
3411,7월 20일부터 23일까지,DT
2848,일본,LC
2108,백담계곡,LC
9574,19일,DT
1942,고현,LC
10001,CJ 오쇼핑,OG
9510,영국,LC
2066,1일,DT
1095,LG 트윈스,OG
4472,지난해,DT
4449,정부,OG
4002,10년,DT
2516,세조,PS
10139,폭스파겐,OG
791,한화,OG
924,맨유,OG
1804,서재응,PS
2825,대만,LC
5067,인천,LC
7031,미국,LC
4010,지난 4일,DT
7931,허브공항,LC
2687,EXR,OG
8739,경기도,LC
247,베이징,LC
10051,남양유업,OG
2036,서울,LC
10134,리노스,OG
5808,스콧 칸,PS
209,롯데,OG
3070,셔독닷컴,OG
667,K-리그,OG
3291,하나포스닷컴,OG
8379,다우케미털,OG
1147,두두,PS
6520,강남,LC
7072,경남도당,OG
6951,중국,LC
4371,4주일 동안,DT
7947,20:48:43,TI
9758,이달,DT
105,한화,OG
4231,정부,OG
9,애드리언 댄틀리,PS
1890,1분,TI
9671,지난 16일,DT
1827,KIA,OG
847,강릉,LC
8011,성남시,LC
3432,푸르덴셜자산운용,OG
7278,오늘,DT
6249,1997년,DT
8228,Korea Society,OG
4162,경북도,LC
4602,강,PS
9153,19시간,TI
159,촌부리,OG
9687,KBS1,OG
257,김주성,PS
685,백민철,PS
9652,김두관,PS
1460,이근호,PS
3651,랄프 윈터,PS
1899,1박2일,DT
5475,현영,PS
3603,한 달,DT
9417,오전,TI
7030,진,PS
8319,조명사업부,OG
4505,미,LC
5976,형곤,PS
2599,08:35~09:10,TI
7205,김해 지역,LC
6096,국회,OG
9949,김정문알로에,OG
5033,의정부시,LC
9492,김황식,PS
3009,마린보이,PS
4189,신세기통신,OG
3914,외교부,OG
7382,MBC,OG
4785,코트디부아르,OG
908,진종오,PS
5695,뉴트로지나,OG
401,뉴올리언스,OG
1638,삼성,OG
7418,빅마마,PS
3901,경찰,OG
8162,구본무,PS
5677,영우데코,OG
6975,2월초,DT
732,첼시,OG
531,제주,LC
5654,또랄레스,PS
6118,2010년,DT
5421,문병호,PS
4414,의과대학,OG
9467,마린보이,PS
3756,국회,OG
10110,KT,OG
1595,1년,DT
2932,호나우두,PS
8813,S&T 대우,OG
1255,롯데,OG
5896,9일,DT
165,96년 8월2일,DT
2046,2007 년 1 월 1 일,DT
1767,3분18초전,TI
4383,이달,DT
9870,24일,DT
6957,TNmS,OG
4026,충남권,LC
6657,이,PS
1651,19일,DT
3575,설,DT
9432,28일,DT
8079,인도,LC
8825,일본,LC
2378,ALEXANDRIDIS Alex,PS
5731,18일,DT
6008,정부,OG
5513,제주투데이,OG
9059,을지대학교,OG
6722,5.3,DT
2208,하나개 해수욕장,LC
7340,다음날,DT
7055,내서읍,LC
9527,민주당,OG
4330,성시연,PS
2069,구채구,LC
2446,03월 04일,DT
8276,채홍조,PS
4272,퀘타 슈라,OG
6080,박근혜,PS
5802,첼시 온더 록스,OG
5351,오후,TI
9770,지난해 7월,DT
2542,이폭포,LC
2920,6개월간,DT
3067,캐시,PS
9610,소련 공산당,OG
8009,한국,LC
5659,파라과이,LC
7462,유정복,PS
1553,2000년,DT
10020,프랑스,LC
1218,11일,DT
5023,지난 12일,DT
6839,재범,PS
6124,한미동맹,OG
30,1992년,DT
7962,용유임시역,LC
2374,엑스칼리버,OG
10132,세명전기,OG
8527,상반기,DT
929,김선우,PS
9054,10월 20일,DT
9807,남양유업,OG
9873,26일,DT
6521,지난해 12월,DT
7021,국회,OG
8515,2분기,DT
8604,매사추세츠 법원,OG
6474,설,DT
5146,서구보건소,OG
3013,스톡홀름,LC
3680,기독교대한감리회,OG
8674,이석채,PS
7003,주말,DT
5500,제주,LC
6248,월정사 종무소 단기출가학교,OG
3725,1년 이상,DT
1043,그랜드힐튼호텔,OG
3521,나르샤,PS
4999,한강,LC
1109,일본,LC
8283,생명과학부,OG
3105,마이애미,OG
9268,천안,LC
2591,11:20,TI
2958,강성천,PS
971,샌디에이고,OG
7740,친박계,OG
8473,타깃,OG
4681,중부 지방,LC
55,내일,TOMM
8261,백남준,PS
6542,인천,LC
7054,양덕동,LC
3401,지난 9일까지,DT
7203,전하교차로,LC
9024,12일,DT
9225,6일,DT
1588,정민태,PS
8771,김홍선,PS
435,10일,DT
2021,태종대,LC
3199,스포츠닛폰,OG
9099,한국,LC
6751,강호동,PS
8592,현대그룹,OG
9118,한국,LC
6492,우즈베키스탄,LC
2314,1:13,TI
9832,(주)볼보자동차코리아,OG
4960,주안역,LC
119,두산,OG
6164,남윤형,PS
775,플라마,OG
5578,금요일,DT
7209,김해,LC
2166,낙동정맥,LC
2188,6시 30분,TI
4619,마포구,LC
67,오늘,TODAY
8072,해태음료,OG
9863,1월21일,DT
8553,9년,DT
1199,오리엔탈 호텔,OG
469,동부,OG
5285,1일,DT
8214,이탈리아,LC
2127,당일,DT
9310,지난 2006년부터,DT
5115,의정부,LC
3685,예수,PS
176,브라이언트,PS
2337,한강,LC
6464,김상곤,PS
3519,올해,DT
641,표명일,PS
2138,복정역,LC
489,4년,DT
5038,경기도,LC
39,내일,TOMM
8684,에스티씨라이프,OG
8979,최재욱,PS
3892,김,PS
9277,지난 2분기,DT
7690,3일,DT
5662,무노,PS
6114,안준태,PS
1621,로이스터,PS
248,궈안,LC
7373,2AM,PS
2031,4 월 5 일,DT
821,김경태,PS
4374,제주,LC
9548,외무성 아시아대양주,OG
5297,경남도,LC
8840,한국신용평가,OG
5596,제주,LC
2534,廣德山,LC
5961,배삼룡,PS
604,함영애,PS
5682,일본,LC
3324,일본,LC
8320,미국,LC
987,일본,LC
8844,한진,OG
2730,미국,LC
7087,세종시,LC
6170,씨엔블루,PS
1770,동부,OG
2813,퍼시픽리그,OG
3397,4분기,DT
606,박미,PS
6255,박준식,PS
3604,소백,LC
2229,주능,LC
8845,솔로몬저축은행,OG
8971,김경동,PS
4112,신천중,OG
528,오후3시,TI
6270,영월,LC
8853,대한해운,OG
70,오늘,TODAY
3947,김연아,PS
6681,검찰,OG
5989,윤아,PS
7977,예술세계,OG
997,한국,LC
6525,전년,DT
1305,미야토비치,PS
9091,여의도,LC
2003,8시간,TI
5605,KBS,OG
3883,충남,LC
5959,오전,TI
2550,대관령,LC
36,지난 겨울,DT
1671,김재호,PS
9662,경찰,OG
6907,이준기,PS
2693,상계 10동,LC
1382,영종도,LC
4614,1월,DT
5980,한채영,PS
9205,GFK,OG
2290,2박3일,DT
1887,지난주,DT
7069,당,LC
902,조지아주,LC
4860,6년간,DT
3414,금융감독원,OG
4420,손기철,PS
8617,신라에스지,OG
4462,전북,LC
6882,제주,LC
4159,정부,OG
6858,석시영,PS
6693,21세기,DT
1522,스콜라리,PS
693,플라마,OG
4918,남구,LC
9405,북한,LC
8140,차두리,PS
9151,울산시,LC
6429,연화동,LC
91,내일,TOMM
2704,횡성군,LC
7591,부산,LC
5530,백경훤,PS
2645,아침 7시,TI
7235,농업개발원,OG
3215,23일부터,DT
9768,GM,OG
2959,한국노총,OG
3424,부산銀,OG
9086,지난 13일 목요일,DT
901,울산학성,OG
9641,천주교,OG
8442,블룸버그통신,OG
5816,비비안 리,PS
4673,SPV,OG
274,이상민,PS
1138,전창진,PS
9010,29일,DT
9784,aT,OG
7712,미국,LC
301,히어로즈,OG
1552,1996년,DT
934,변병주,PS
1470,대한축구협회,OG
1884,Lars Nilson,PS
7735,다음달 3일,DT
7873,행정안전부,OG
6106,실로암공원,LC
205,4월9일(수),DT
4050,무현,PS
8705,오는 25일,DT
6604,22일,DT
5497,박영부,PS
6354,원주,LC
1521,유럽,LC
1725,김광현,PS
2331,정훈,PS
4653,한,PS
9567,오는 31일부터,DT
5683,무역협회,OG
5341,경찰서,OG
5876,ABC마트,OG
8134,4월,DT
86,프리메라리,OG
939,후반 29분,TI
4143,2000년 2월 이후,DT
7773,2005년 7월,DT
7461,한나라당,OG
5653,국립산림과학원,OG
539,김동주,PS
10124,24일,DT
10079,지난해,DT
317,페널티박스,LC
519,11일,DT
3688,조불련,OG
756,이종열,PS
10147,신한지주,OG
2562,김명철,PS
6472,11일,DT
3619,박윤배,PS
3999,정,PS
249,F조,OG
2135,양재역,LC
9156,서울,LC
6394,해병 2사단,OG
79,터키,LC
1869,한국,LC
4815,올해부터,DT
8033,㈜MCTT,OG
5705,50일간,DT
8558,유콘시스템,OG
2379,BUYSE nils,PS
6226,문인협,OG
7626,니아 발다로스,PS
1776,안젤코,PS
8534,카이로,LC
6583,친이계,OG
9538,전날,DT
1328,광주 상무노원 험멜,OG
4720,WHO,OG
1809,미국,LC
3408,24일부터,DT
8760,어울림엘시스,OG
1076,토,DT
10074,인천,LC
242,J리그,OG
7572,양정승,PS
3569,강릉시,LC
3872,인권위,OG
1068,박동혁,PS
10164,미쓰비시도쿄파이낸셜그룹,OG
10024,인사동,LC
946,수원 삼성,OG
7011,지난 2008년 11월 이전,DT
5628,9일,DT
2877,디나라 사피나,PS
7641,서기,PS
5955,최석봉,PS
4909,지난해 11월,DT
7827,월~금,DT
9657,대한불교 조계종,OG
7646,준코,PS
2018,50분,TI
9282,2일,DT
3576,전 솔,PS
2032,07시,TI
8164,모나리자,PS
1047,올 시즌,DT
7386,이유,PS
3809,김,PS
3677,강부호,PS
3146,A,PS
5504,총무과,OG
6063,개포동,LC
3637,4주년,DT
8022,롯데백화점,OG
9283,NPD,OG
906,베이징,LC
5871,마르코,PS
10115,지난달 29일,DT
7896,민주당,OG
7752,최용직,PS
6727,서울,LC
474,변병주,PS
9797,23일,DT
3480,한,LC
4610,한국경영자총협회,OG
1905,안동,LC
2541,적가리골,LC
9960,정성균,PS
2647,07:45~08:00,TI
3613,서울시,LC
3263,클리블랜드,OG
5205,이,PS
1404,제이미 브라운,PS
6215,3년간,DT
4494,점심,TI
5766,2009년,DT
1251,신지애,PS
12,오늘,TODAY
80,오늘,TODAY
4798,윤상현,PS
6620,지난해 6월,DT
8657,서정테크,OG
8871,15일,DT
7190,마산기상대,OG
3458,하나회,OG
6789,황선홍,PS
8601,보스톤,LC
5666,전문대학원,OG
5716,올해 1월,DT
1916,아침부터,TI
5846,영진위,OG
7095,김용대,PS
9210,모토로라,OG
7519,2일,DT
5668,올해,DT
5993,김연아,PS
9964,한국콘텐츠진흥원,OG
5827,FRB,OG
2144,토요,DT
9176,아더 패터슨,PS
26,오늘,TODAY
2422,6월 15일까지,DT
8395,세운철강 컨소시엄,OG
8583,9일,DT
7112,북한,LC
9506,올리비아 뉴튼 존,PS
5800,에이미 스마트,PS
397,이민성,PS
2943,1년,DT
2172,"매주 일, 수, 토",DT
3334,김장훈,PS
4833,애월읍,LC
4297,3년,DT
1367,내셔널리그,OG
10073,반월,LC
5558,박희수,PS
3948,오늘,DT
1931,0910시즌,DT
3345,정애리,PS
2140,죽전,LC
7250,지난 2001년부터,DT
4696,밤,TI
4096,강릉시,LC
8038,5일,DT
331,롯데,OG
4236,1일,DT
909,베이징,LC
9703,지난 11일 이후,DT
3989,통일부,OG
8532,코오롱아이넷,OG
2203,잠진도,LC
5381,금요비,PS
167,일본,LC
5990,SBS,OG
324,자정,TI
7828,오후 5시 35분,TI
5892,지난 2008년 5월,DT
1443,올 시즌,DT
6038,군산세무서,OG
1349,SK텔레콤,OG
7119,오는 19일,DT
5326,단국대,OG
1688,정규시즌,DT
6862,하이서울뉴스,OG
2914,삼성화재,OG
3676,북경온누리교회,OG
6297,민원봉사과,OG
8677,우면동,LC
9121,프라임MD,OG
4376,인천경제자유구역,LC
8512,라오스,LC
5741,울산,LC
9424,미,LC
1616,2008,DT
7101,경남신문,OG
2287,한국등산중앙연합회,OG
4706,세종시,LC
7850,동남권신공항,LC
9127,2011,DT
2073,황룡,LC
4407,양현재단,OG
3427,올해,DT
2814,센트럴리그,OG
1477,윤보선,PS
6042,오늘,DT
9736,전년,DT
8554,미국,LC
7733,부산스포원,OG
9939,다음달,DT
3586,오후 2시,TI
5613,한국,LC
8317,㈜필립스전자,OG
4542,KT,OG
5252,수경,PS
8305,경북,LC
5358,김두관,PS
3266,신생팀,OG
8731,7일,DT
6301,인제,LC
3101,애리조나 다이아몬드백스,OG
5081,인수초,OG
2475,백두대간,LC
2828,여자대표팀,OG
8252,오거돈,PS
3220,포천교육청,OG
9276,기아차,OG
2993,2009,DT
9910,에스티컴퓨터,OG
6602,원주,LC
3231,박지성,PS
7368,마릴린 맨슨,PS
44,오늘,TODAY
9474,오후,TI
848,홍천,LC
40,오늘,TODAY
6497,오후,TI
4413,울산대학교,OG
5938,강타,PS
4411,예술마을 헤이리,LC
3174,8일,DT
8821,일본,LC
9260,서산,LC
3789,세종시,LC
8847,28일,DT
1482,프리미어리그,OG
8750,선진지주,OG
9688,민주당,OG
7536,김,PS
2132,06시35분,TI
5651,정광수,PS
8643,다음달 10일,DT
4572,2008년 12월,DT
2359,한달,DT
2827,이배영,PS
9095,40주년,DT
5215,이덕건,PS
5259,파출소,OG
9444,SBS,OG
5727,경기도,LC
1210,정민철,PS
3172,김연아,PS
10155,닌텐도,OG
5101,풍물시장,LC
677,지난 3년간,DT
3336,은재,PS
3236,오초아,PS
5255,에코붓다,OG
285,10일,DT
6186,충청권,LC
9146,공정거래위원회,OG
9368,92,DT
5559,추,PS
8593,현대자동차그룹,OG
9546,사사에 겐이치로,PS
7669,부산은행,OG
6020,국회,OG
7910,경기도 지역,LC
6750,대한민국,LC
7252,한명숙,PS
18,메이저리그,OG
5575,김민석,PS
4284,중국,LC
168,안젤코,PS
7084,경남도당,OG
4040,이명박,PS
3743,충북도,LC
8291,포항제철지곡초등학교,OG
2905,37년,DT
6989,작년,DT
1979,9시,TI
7421,풍납동,LC
7890,송도관광단지,LC
9292,지난 5일,DT
74,내일,TOMM
7922,2010-02-23,DT
6239,원주문학 카페,OG
6403,한국교육과정평가원,OG
8818,한국캐피탈,OG
1802,96년까지,DT
9309,정승혜,PS
15,내일,TOMM
3486,강동구,LC
1271,애리조나,OG
1289,전남,LC
4885,6 2,DT
8050,독일,LC
8462,현대산업개발,OG
7605,2일,DT
10017,드뷔시,PS
45,내일,TOMM
3624,부평구청,OG
8402,내년,DT
1036,EPL,OG
1654,올해,DT
2835,전후반 90분,TI
9215,2주,DT
8936,홍준표,PS
7999,연세대,OG
2360,일본,LC
3450,푸조시트로엥,OG
4520,지난해,DT
2009,5시,TI
792,김인식,PS
6039,장찬익,PS
618,울산,LC
1608,수원,OG
7838,홍일표,PS
7671,설,DT
1634,서울,LC
7314,법원,OG
728,요미우리,OG
1119,무리뉴,PS
4703,중앙부처,OG
688,조재진,PS
2738,미,LC
8875,한국신용평가,OG
6119,캠벨,PS
2720,오늘,DT
7803,유럽,LC
433,현대제철,OG
6336,청소년리더십아카데미,OG
1037,삼성,OG
1091,김주형,PS
1727,오초아,PS
5561,제주도,LC
6477,최용길,PS
2027,중도,LC
3282,SK C&C,OG
10026,우에노,LC
5117,남양주,LC
7915,대구,LC
3919,日,LC
6019,오는 3월말까지,DT
10121,뉴욕증권거래소,OG
5518,전년,DT
8137,지난 6월 11일(토),DT
8562,MOU,OG
6768,0.06초,TI
4859,겨울 동안,DT
8246,11일,DT
6887,북한,LC
5231,지난 7일부터,DT
5759,대전,LC
3748,교현초등학교,OG
992,한국,LC
7018,김정일,PS
7172,오는 11월,DT
7192,경남지방,LC
6913,앙드레 김,PS
881,멕시코,LC
6405,한국농촌경제연구원,OG
2547,목요일,DT
921,영국,LC
4983,진보신당,OG
10032,Lucca,LC
2376,매년,DT
3031,요미우리,OG
2253,11월14-15일,DT
1344,지난 12일,DT
2903,릭 구톰슨,PS
4047,친이,OG
1669,강경남,PS
6771,SHOW,OG
4846,광주,LC
9875,노영욱,PS
6736,MBC,OG
4115,오후 1시30분,TI
9254,26일,DT
4948,인천지역 건설,OG
2054,5월3일,DT
3762,남북정상회담,OG
8031,㈜에스티씨라이프,OG
3518,패션디자이너협회,OG
5883,왕빛나,PS
967,SK,OG
8368,공정위,OG
5153,현영,PS
7370,존 카메론 미첼,PS
2679,8월 31일까지,DT
3626,이노근,PS
4168,26일,DT
866,김학범,PS
3162,러시아,LC
7001,심화반,OG
6679,새벽 4시까지,TI
5208,김문수,PS
855,수원,OG
9697,교원대,OG
5394,2010-2012,DT
1629,올해,DT
4707,한나라당,OG
8070,LG생활건강,OG
6747,조창호,PS
9038,오는 20일,DT
215,9일,DT
7415,수리,PS
17,오늘,TODAY
5648,도요타,OG
2686,2006년 11월27일(월) 부터 2006년 12월17일(일)까지,DT
4206,설 연휴,DT
3918,브라질법인,OG
6754,간미연,PS
8727,충남,LC
2715,백도,LC
530,10시,TI
4591,농협,OG
3698,1995년,DT
7366,블랙 아이드 피스,PS
2097,화요,DT
6605,오후,TI
6380,강원대,OG
9713,1일,DT
8837,25일,DT
8715,경기도,LC
10131,JCE,OG
8217,소비자시민모임,OG
5588,경찰,OG
3144,히딩크,PS
7155,장문리,LC
9017,중국,LC
5839,전날,DT
2119,"10월10,17일",DT
536,제주,LC
1858,올해,DT
5232,설 명절 연휴까지,DT
9796,7월,DT
8286,일본,LC
5160,김정훈,PS
4055,민주당,OG
5209,제임스,PS
9972,23일,DT
9639,야권,OG
3002,김연아,PS
3419,KB투자증권,OG
1474,1년,DT
5384,동피랑,LC
5531,성요셉요양원,OG
2312,이승태,PS
9129,울산시,LC
3719,부동산114,OG
2822,루마니아,LC
4729,테베스,PS
8294,23일,DT
237,지난해,DT
7830,지난 21일,DT
5805,Bijou Phillips,PS
8483,아모레퍼시픽,OG
7265,세종시,LC
3784,독일,LC
3966,아시아,LC
1559,이재은,PS
4345,시민영상문화기구,OG
4087,서울,LC
5661,미국,LC
6567,박근혜,PS
1231,박주영,PS
2519,억새밭,LC
8488,2분기,DT
8627,광천동,LC
9896,지난달,DT
9208,5월,DT
3625,민주당,OG
8546,31일,DT
7776,미국,LC
85,바르셀로나,OG
6940,안산시,LC
7416,페라가모,OG
9897,2일,DT
9088,지식경제부,OG
4661,한은,OG
7346,현대차,OG
6904,장용,PS
5415,팬팁닷컴,OG
6426,황연동,LC
993,북한,LC
8494,포스코,OG
3761,이명박,PS
9234,삼성전자,OG
6044,유성구청,OG
226,우리,OG
810,사흘,DT
8010,한국,LC
9228,지난달,DT
302,지난 시즌,DT
6229,박민일,PS
5815,문삼화,PS
8077,지난해 2월,DT
8169,여름,DT
6348,지난 2007년 1월,DT
8306,김천시,LC
7266,대한민국,LC
2861,송민영,PS
8436,셸,OG
9287,베트남,LC
2261,밀양,LC
5042,다음달,DT
8437,텍사코,OG
28,내일,TOMM
5951,송일국,PS
2309,아바,OG
5642,인천화력본부,OG
8662,대유에이텍,OG
2413,오늘,DT
9905,19일,DT
9967,블로그칵테일,OG
6983,조권,PS
1220,5일,DT
3258,이치로,PS
71,오늘,TODAY
10160,미래엔,OG
9110,전북,LC
6384,원주,LC
7944,청라,LC
1004,잉글랜드,LC
2971,한송이,PS
9714,전날,DT
6939,경기도,LC
5278,겨울철,DT
5543,김태환,PS
9343,지미 헨드릭스,PS
2204,무위도선착장,LC
6663,저탄소 녹색성장비전체험관,OG
1991,한강,LC
4329,사라 장,PS
686,전북,OG
895,벤 호건,PS
3302,한국표준협회,OG
626,올시즌,DT
9827,21일,DT
1294,포항여,OG
5140,미국,LC
1716,서재응,PS
689,전북,OG
8362,UBCARE,OG
1014,15일,DT
5311,여혜진,PS
7672,9일,DT
7593,공원관리계,OG
3329,연말,DT
9917,에이데이타코리아,OG
9675,1일,DT
9867,한국존슨앤드존슨 비젼케어,OG
9435,정부,OG
1064,최강희,PS
6510,오는 12일까지,DT
5429,6월,DT
5905,기욱,PS
1425,오는 5월,DT
